renovation,area,city,floor,rooms,house_floors,house_wall_type,build_year,price
Хороший,15.9,Казань,3,1,5,Кирпичный,1962,2749984.5
Косметический,30.9,Казань,1,1,5,Панельный,1970,4499997.899999999
,23.0,Казань,1,1,3,Кирпичный,1955,2899978.0
Косметический,18.4,Казань,5,1,5,Кирпичный,1968,2869995.1999999997
Отсутствует,27.1,Казань,1,1,2,Кирпичный,1961,3699990.1
,19.0,Казань,4,1,5,Иные,1970,2749984.0
,31.0,Казань,1,1,2,Кирпичный,1960,2794991.0
Косметический,28.0,Казань,1,1,2,Кирпичный,1951,2949996.0
Косметический,31.1,Казань,1,1,2,Кирпичный,1959,3499994.0
Косметический,18.0,Казань,5,1,5,Кирпичный,1973,2599992.0
Косметический,31.5,Казань,1,1,5,Кирпичный,1962,4449973.5
,19.0,Казань,4,1,5,Кирпичный,1968,2598991.0
,20.0,Казань,4,1,5,Кирпичный,1967,2550000.0
,18.6,Казань,3,1,5,Кирпичный,1983,2599982.4000000004
Дизайнерский,30.6,Казань,1,1,5,Кирпичный,1964,4289997.600000001
,31.5,Казань,1,1,5,Кирпичный,1962,4449973.5
Косметический,18.0,Казань,3,1,5,Кирпичный,1978,2700000.0
Косметический,18.0,Казань,4,1,9,Кирпичный,1978,2599992.0
,11.9,Казань,4,1,9,Кирпичный,1978,2599995.3000000003
Косметический,32.0,Казань,1,1,5,Иные,1959,4249984.0
,14.4,Казань,5,1,5,Кирпичный,1983,2598998.4
,17.4,Казань,4,1,9,Кирпичный,1981,2599995.0
,17.6,Казань,5,1,5,Кирпичный,1985,2599995.2
,32.0,Казань,1,1,5,Смешанные,1968,4289984.0
Косметический,17.5,Казань,4,1,5,Кирпичный,1963,2698990.0
,17.4,Казань,4,1,5,Кирпичный,1963,2699992.8
,30.0,Казань,1,1,2,Блочный,1980,3999990.0
,22.64,Казань,4,1,5,Кирпичный,1969,3619977.52
Косметический,30.3,Казань,2,1,5,Кирпичный,1964,4329991.2
,17.4,Казань,3,1,5,Кирпичный,1995,3389989.8
Косметический,30.9,Казань,1,1,5,Кирпичный,1960,4299982.2
,18.0,Казань,6,0,9,Иные,1980,2949984.0
,18.0,Казань,8,0,9,Кирпичный,1983,2849994.0
,22.1,Казань,7,0,9,Кирпичный,1979,2919984.6
,22.1,Казань,7,0,9,Кирпичный,1979,2927984.8000000003
,14.6,Казань,8,0,9,Кирпичный,1974,2629985.6
,18.0,Казань,9,0,9,Иные,1983,2799990.0
,18.5,Казань,5,0,5,Кирпичный,1974,2554998.0
,12.0,Казань,9,1,9,Кирпичный,1973,2574996.0
Косметический,13.4,Казань,5,0,5,Кирпичный,1970,2548988.2
,18.0,Казань,4,0,9,Иные,1979,2700000.0
,18.0,Казань,3,0,5,Кирпичный,1972,2649996.0
,16.9,Казань,4,0,9,Кирпичный,1983,2699994.6999999997
Косметический,11.4,Казань,4,0,9,Кирпичный,1975,2599998.0
,17.9,Казань,5,0,5,Кирпичный,1972,2599992.9
,17.8,Казань,2,0,5,Кирпичный,1982,2499992.2
,18.5,Казань,3,0,5,Кирпичный,1967,2499997.5
Косметический,32.3,Казань,1,1,2,Панельный,1980,3099992.4999999995
,18.5,Казань,5,1,5,Кирпичный,1983,2699982.5
,17.8,Казань,4,1,5,Кирпичный,1982,2749993.2
Косметический,18.5,Казань,2,1,5,Кирпичный,1967,2749988.0
,22.3,Казань,1,1,4,Кирпичный,1956,2749991.4
,25.1,Казань,2,1,9,Иные,1989,3699991.0
Косметический,34.0,Казань,4,1,9,Кирпичный,1981,3549974.0
Косметический,30.2,Казань,3,1,9,Кирпичный,1980,3699983.1999999997
,18.0,Казань,3,1,5,Кирпичный,1982,2799990.0
,32.6,Казань,1,1,9,Кирпичный,1984,3599985.4000000004
,18.0,Казань,2,1,9,Иные,1986,3600000.0
Косметический,14.0,Казань,4,1,5,Кирпичный,1975,3099992.0
Косметический,18.5,Казань,5,1,5,Кирпичный,1973,3149995.0
,13.0,Казань,5,1,5,Иные,1978,3089996.0
Отсутствует,35.5,Казань,1,1,9,Кирпичный,1998,3550000.0
,33.0,Казань,1,1,9,Кирпичный,1981,3448995.0
Косметический,18.9,Казань,3,1,5,Кирпичный,1973,2819993.4
,17.9,Казань,1,1,5,Кирпичный,1972,2949991.5999999996
Косметический,18.6,Казань,5,1,5,Иные,1970,3199999.8000000003
,16.0,Казань,5,1,9,Кирпичный,1974,3198992.0
,30.4,Казань,2,1,2,Панельный,1974,3049971.1999999997
,36.9,Казань,1,1,9,Панельный,1998,3289967.1
,14.4,Казань,1,1,5,Кирпичный,1965,2849990.4
Косметический,31.0,Казань,2,1,2,Кирпичный,1974,3199975.0
Косметический,19.0,Казань,3,1,5,Иные,1970,2989992.0
Косметический,31.0,Казань,2,1,2,Смешанные,1972,3199975.0
,14.0,Казань,6,1,9,Кирпичный,1976,3699990.0
Косметический,24.1,Казань,5,1,9,Иные,1992,3499994.8000000003
Дизайнерский,18.0,Казань,5,1,5,Кирпичный,1978,3469986.0
,18.0,Казань,4,1,5,Кирпичный,1971,3249990.0
Косметический,41.6,Казань,2,1,2,Кирпичный,1987,3349964.8000000003
,18.0,Казань,4,1,5,Иные,1959,3498984.0
,19.0,Казань,8,1,9,Кирпичный,1974,3534988.0
,32.0,Казань,7,1,9,Кирпичный,1979,3700000.0
,24.6,Казань,3,1,5,Иные,1978,3249979.8000000003
,29.0,Казань,7,1,9,Кирпичный,1980,3899978.0
,29.7,Казань,6,1,9,Кирпичный,1982,3549981.6
Косметический,30.6,Казань,2,1,5,Кирпичный,1967,3599998.2
,18.0,Казань,4,1,5,Кирпичный,1975,3649986.0
Косметический,29.6,Казань,3,1,5,Кирпичный,1964,3489988.0
,30.0,Казань,5,1,5,Кирпичный,1974,3049980.0
Косметический,32.6,Казань,5,1,9,Кирпичный,1972,3599985.4000000004
,33.2,Казань,4,1,5,Кирпичный,1983,4099967.6000000006
Косметический,28.7,Казань,4,1,9,Кирпичный,1989,4349972.899999999
,30.0,Казань,3,1,9,Кирпичный,1980,4200000.0
,32.9,Казань,5,1,5,Кирпичный,1965,3098982.6
Косметический,33.9,Казань,3,1,5,Кирпичный,1989,4098984.5999999996
,28.0,Казань,5,1,5,Кирпичный,2002,4299988.0
Отсутствует,33.5,Казань,5,1,5,Кирпичный,1981,4149980.0
,36.0,Казань,2,1,9,Кирпичный,1978,3949992.0
Косметический,29.7,Казань,4,1,7,Панельный,2002,4299995.7
Косметический,36.0,Казань,2,1,9,Иные,1985,4099968.0
,29.0,Казань,2,1,9,Кирпичный,1977,3999999.0
,20.0,Казань,4,1,9,Иные,1971,3980000.0
Косметический,37.5,Казань,1,1,5,Кирпичный,1980,3750000.0
Косметический,34.9,Казань,2,1,9,Кирпичный,1981,3729972.4
,33.6,Казань,1,1,9,Кирпичный,1977,4049976.0
Косметический,32.0,Казань,5,1,10,Кирпичный,1978,3900000.0
,19.0,Казань,5,1,5,Кирпичный,1975,3889984.0
,22.5,Казань,5,1,5,Кирпичный,1973,2999992.5
Косметический,25.2,Казань,1,1,5,Кирпичный,1978,3649993.1999999997
Косметический,33.5,Казань,2,1,5,Кирпичный,1961,3989984.0
,28.3,Казань,3,1,5,Кирпичный,1971,3599986.4
Косметический,30.7,Казань,1,1,2,Кирпичный,1958,3949984.8
Косметический,30.3,Казань,3,1,5,Кирпичный,1967,3649998.6
Косметический,35.7,Казань,6,1,9,Панельный,1983,4099966.5000000005
Косметический,30.7,Казань,1,1,2,Кирпичный,1958,3999995.1
Косметический,30.1,Казань,1,1,2,Кирпичный,1959,3899996.8000000003
,30.0,Казань,9,1,9,Кирпичный,1975,4199970.0
,30.7,Казань,1,1,2,Кирпичный,1958,3949984.8
Косметический,33.4,Казань,2,1,2,Кирпичный,1958,3949984.1999999997
,36.7,Казань,8,1,10,Иные,2000,4099977.2
Косметический,32.0,Казань,2,1,5,Кирпичный,1970,4098976.0
Косметический,29.5,Казань,5,1,5,Кирпичный,1973,3999993.5
,27.8,Казань,3,1,3,Кирпичный,1962,3849994.2
,38.6,Казань,8,1,10,Панельный,2007,3998998.6
,32.4,Казань,5,1,9,Кирпичный,1977,4499971.2
,31.6,Казань,4,1,5,Панельный,1966,4899990.8
,35.0,Казань,6,1,9,Блочный,1981,4599980.0
Косметический,28.6,Казань,4,1,5,Кирпичный,1961,4889999.4
,30.9,Казань,1,1,5,Панельный,1970,4649986.5
Косметический,31.2,Казань,5,1,5,Панельный,1965,4249970.399999999
,40.0,Казань,8,1,9,Панельный,1980,4620000.0
Косметический,34.2,Казань,5,1,9,Кирпичный,1978,4599968.4
,29.0,Казань,3,1,9,Кирпичный,1975,4348985.0
,38.3,Казань,7,1,9,Кирпичный,1993,4589986.899999999
,30.9,Казань,6,1,10,Кирпичный,1979,4699982.7
Косметический,30.6,Казань,4,1,5,Панельный,1967,4999978.8
Косметический,32.7,Казань,2,1,9,Панельный,1978,4279972.2
Отсутствует,29.3,Казань,3,1,5,Панельный,1971,4549997.0
Косметический,29.4,Казань,4,1,9,Кирпичный,1980,4479972.0
,31.3,Казань,4,1,5,Панельный,1968,4999987.2
Косметический,31.9,Казань,3,1,5,Панельный,1973,4998985.2
,29.2,Казань,2,1,9,Кирпичный,1976,4289976.399999999
,41.0,Казань,1,1,9,Иные,1984,4289994.0
,31.9,Казань,5,1,5,Панельный,1976,4498984.6
Косметический,30.2,Казань,5,1,5,Панельный,1965,4649984.6
,31.7,Казань,5,1,5,Панельный,1960,4499973.5
Косметический,30.6,Казань,4,1,5,Панельный,1967,4999978.8
Косметический,20.5,Казань,1,1,9,Кирпичный,1976,4199999.0
,35.8,Казань,1,1,10,Кирпичный,1992,4199984.399999999
Косметический,33.5,Казань,5,1,5,Кирпичный,1972,4599985.5
,33.0,Казань,1,1,9,Панельный,1991,4189977.0
Косметический,31.0,Казань,5,1,5,Кирпичный,1961,4399985.0
Косметический,31.4,Казань,3,1,5,Панельный,1970,4649994.6
Косметический,31.2,Казань,1,1,5,Кирпичный,1984,4149974.4
Косметический,31.0,Казань,5,1,5,Кирпичный,1966,4504982.0
,29.1,Казань,2,1,5,Панельный,1970,4649976.3
,31.7,Казань,3,1,5,Иные,1966,4729988.7
,37.5,Казань,5,1,9,Кирпичный,1989,4749975.0
,33.8,Казань,6,1,9,Кирпичный,1976,4899986.0
,32.0,Казань,5,1,5,Панельный,1965,4849984.0
Косметический,31.0,Казань,5,1,5,Кирпичный,1970,4849981.0
,22.0,Казань,5,1,9,Кирпичный,1972,4699992.0
,27.1,Казань,2,1,5,Кирпичный,1987,4499982.100000001
,39.1,Казань,1,1,9,Кирпичный,1984,4499979.9
,32.9,Казань,6,1,9,Панельный,1987,4989975.899999999
Косметический,33.3,Казань,3,1,9,Кирпичный,1984,4649978.699999999
,40.0,Казань,1,1,10,Панельный,1998,4400000.0
Дизайнерский,29.3,Казань,4,1,9,Кирпичный,1980,4689992.4
,35.0,Казань,2,1,5,Кирпичный,1990,4349975.0
Косметический,34.8,Казань,2,1,10,Панельный,2001,4949986.8
,35.1,Казань,1,1,9,Кирпичный,1988,4599995.4
,35.0,Казань,4,1,5,Кирпичный,1983,4550000.0
Косметический,30.8,Казань,5,1,5,Панельный,1968,4949991.2
Отсутствует,32.3,Казань,3,1,9,Иные,1983,4749973.399999999
Косметический,29.0,Казань,4,1,5,Смешанные,1968,4989972.0
,28.7,Казань,4,1,5,Панельный,1971,5149985.399999999
,32.0,Казань,3,1,9,Иные,1989,5100000.0
Косметический,31.1,Казань,1,1,9,Кирпичный,1970,5149973.4
Косметический,31.6,Казань,5,1,5,Иные,1972,4949982.0
Косметический,39.7,Казань,1,1,9,Кирпичный,1984,4949994.5
Отсутствует,36.0,Казань,2,1,9,Панельный,1989,4799988.0
Отсутствует,28.6,Казань,2,1,10,Панельный,1995,4999995.0
,38.8,Казань,1,1,9,Панельный,1981,5199976.0
